,Number,IncidentAddress,Street,Town,State,Zip,IncidentLatitude,IncidentLongitude,Coordinates
780,2017-00000363,409 GARRETT D Charlottesville VA 22902,409 GARRETT D,Charlottesville,VA,22902,38.027408,-78.480956,"(38.027408, -78.480956)"
785,2017-00000364,1159 EMMET North Charlottesville VA 22903,1159 EMMET North,Charlottesville,VA,22903,38.053242,-78.50021,"(38.053242, -78.50021)"
792,2017-00000365,702 Concord Charlottesville VA 22903,702 Concord,Charlottesville,VA,22903,38.03844,-78.484168,"(38.03844, -78.484168)"
797,2017-00000366,SHEPHERDS RIDGE RD / VALCREST Charlottesville VA 22901,SHEPHERDS RIDGE RD / VALCREST,Charlottesville,VA,22901,38.063812,-78.460978,"(38.063812, -78.460978)"
800,2017-00000367,319 East MAIN Charlottesville VA 229023434,319 East MAIN Charlottesville VA,,29,23434,38.030561,-78.485999,"(38.030561, -78.485999)"
809,2017-00000371,415 Avon Charlottesville VA 22902,415 Avon,Charlottesville,VA,22902,38.026258,-78.478088,"(38.026258, -78.478088)"
814,2017-00000373,900 South 1st A Charlottesville VA 22902,900 South 1st A,Charlottesville,VA,22902,38.023004,-78.485671,"(38.023004, -78.485671)"
816,2017-00000375,632 West Main Charlottesville VA 22903,632 West Main,Charlottesville,VA,22903,38.031162,-78.489229,"(38.031162, -78.489229)"
821,2017-00000376,1185 Seminole Charlottesville VA 22901,1185 Seminole,Charlottesville,VA,22901,38.068649,-78.484907,"(38.068649, -78.484907)"
825,2017-00000379,905 Druid Charlottesville VA 22902,905 Druid,Charlottesville,VA,22902,38.018216,-78.478833,"(38.018216, -78.478833)"
829,2017-00000380,1600 GORDON 20A Charlottesville VA 22903,1600 GORDON 20A,Charlottesville,VA,22903,38.039929,-78.498853,"(38.039929, -78.498853)"
833,2017-00000382,1329 riverdale Charlottesville VA 22902,1329 riverdale,Charlottesville,VA,22902,38.034629,-78.460671,"(38.034629, -78.460671)"
834,2017-00000385,138 MADISON Charlottesville VA 22903,138 MADISON,Charlottesville,VA,22903,38.0376,-78.501463,"(38.0376, -78.501463)"
837,2017-00000386,407 GARRETT D Charlottesville VA 22902,407 GARRETT D,Charlottesville,VA,22902,38.028049,-78.480361,"(38.028049, -78.480361)"
842,2017-00000389,7 1/2 Southwest Charlottesville VA 22903,7 1/2 Southwest,Charlottesville,VA,22903,38.026843,-78.493542,"(38.026843, -78.493542)"
847,2017-00000390,1159 EMMET North Charlottesville VA 22903,1159 EMMET North,Charlottesville,VA,22903,38.052456,-78.499533,"(38.052456, -78.499533)"
853,2017-00000392,1623 MERIDIAN A Charlottesville VA 22902,1623 MERIDIAN A,Charlottesville,VA,22902,38.012862,-78.482766,"(38.012862, -78.482766)"
857,2017-00000394,114 North BAKER Charlottesville VA 22903,114 North BAKER,Charlottesville,VA,22903,38.027151,-78.503419,"(38.027151, -78.503419)"
863,2017-00000401,312 7 and a half street Charlottesville VA 22903,312 7 and a half street,Charlottesville,VA,22903,38.029317,-78.491388,"(38.029317, -78.491388)"
867,2017-00000404,475 Ridge Mcintire Charlottesville VA 22903,475 Ridge Mcintire,Charlottesville,VA,22903,38.032917,-78.484674,"(38.032917, -78.484674)"
871,2017-00000405,2216 North BERKSHIRE B Charlottesville VA 22901,2216 North BERKSHIRE B,Charlottesville,VA,22901,38.0623,-78.495974,"(38.0623, -78.495974)"
876,2017-00000408,1618 East Market Charlottesville VA 22902,1618 East Market,Charlottesville,VA,22902,38.023291,-78.460448,"(38.023291, -78.460448)"
880,2017-00000410,101 West Main Charlottesville VA 22902,101 West Main,Charlottesville,VA,22902,38.031123,-78.481214,"(38.031123, -78.481214)"
884,2017-00000411,412 Garrett F Charlottesville VA 22902,412 Garrett F,Charlottesville,VA,22902,38.027626,-78.480638,"(38.027626, -78.480638)"
888,2017-00000412,192 ZAN Charlottesville VA 22901,192 ZAN,Charlottesville,VA,22901,38.063191,-78.488505,"(38.063191, -78.488505)"
891,2017-00000413,401 Northwest 4th 107 Charlottesville VA 22903,401 Northwest 4th 107,Charlottesville,VA,22903,38.033885,-78.485495,"(38.033885, -78.485495)"
895,2017-00000419,1504 6 th Southeast Charlottesville VA 22902,1504 6 th Southeast,Charlottesville,VA,22902,38.018326,-78.485328,"(38.018326, -78.485328)"
900,2017-00000420,583 BRANDON Charlottesville VA 22903,583 BRANDON,Charlottesville,VA,22903,,,"(nan, nan)"
901,2017-00000420,583 BRANDON Charlottesville VA 22903,583 BRANDON,Charlottesville,VA,22903,,,"(nan, nan)"
902,2017-00000420,583 BRANDON Charlottesville VA 22903,583 BRANDON,Charlottesville,VA,22903,,,"(nan, nan)"
903,2017-00000420,583 BRANDON Charlottesville VA 22903,583 BRANDON,Charlottesville,VA,22903,,,"(nan, nan)"
904,2017-00000420,583 BRANDON Charlottesville VA 22903,583 BRANDON,Charlottesville,VA,22903,,,"(nan, nan)"
905,2017-00000420,583 BRANDON Charlottesville VA 22903,583 BRANDON,Charlottesville,VA,22903,,,"(nan, nan)"
906,2017-00000428,500 South 1st 415 Charlottesville VA 22902,500 South 1st 415,Charlottesville,VA,22902,38.026923,-78.483262,"(38.026923, -78.483262)"
910,2017-00000429,1905 CEDAR HILL Charlottesville VA 22901,1905 CEDAR HILL,Charlottesville,VA,22901,38.063564,-78.495219,"(38.063564, -78.495219)"
913,2017-00000433,138 MADISON Charlottesville VA 22903,138 MADISON,Charlottesville,VA,22903,38.0376,-78.501463,"(38.0376, -78.501463)"
916,2017-00000436,1720 Cherry Charlottesville VA 22903,1720 Cherry,Charlottesville,VA,22903,38.019985,-78.510473,"(38.019985, -78.510473)"
919,2017-00000439,500 1ST South * Charlottesville VA 22902,500 1ST South *,Charlottesville,VA,22902,38.026923,-78.483262,"(38.026923, -78.483262)"
929,2017-00000446,101 East MARKET Charlottesville VA 22902,101 East MARKET,Charlottesville,VA,22902,38.031577,-78.481096,"(38.031577, -78.481096)"
933,2017-00000448,1550 PANTOPS MOUNTAIN Charlottesville VA 22911,1550 PANTOPS MOUNTAIN,Charlottesville,VA,22911,38.026569,-78.43624,"(38.026569, -78.43624)"
936,2017-00000452,1016 BLENHEIM Charlottesville VA 22902,1016 BLENHEIM,Charlottesville,VA,22902,38.019886,-78.474312,"(38.019886, -78.474312)"
940,2017-00000453,Water Street Charlottesville VA 22902,Water Street,Charlottesville,VA,22902,38.029225,-78.477045,"(38.029225, -78.477045)"
944,2017-00000454,0 Charlottesville VA 22902,0,Charlottesville,VA,22902,38.008246,-78.508867,"(38.008246, -78.508867)"
948,2017-00000456,112 West MARKET Charlottesville VA 22902,112 West MARKET,Charlottesville,VA,22902,38.031536,-78.481253,"(38.031536, -78.481253)"
953,2017-00000459,1403 SHORT 18TH Charlottesville VA 22902,1403 SHORT 18TH,Charlottesville,VA,22902,38.026901,-78.462024,"(38.026901, -78.462024)"
967,2017-00000460,100 WESTERLY Charlottesville VA 22903,100 WESTERLY,Charlottesville,VA,22903,38.02626,-78.522415,"(38.02626, -78.522415)"
974,2017-00000462,1810 SOLOMON A Charlottesville VA 22901,1810 SOLOMON A,Charlottesville,VA,22901,38.066516,-78.496751,"(38.066516, -78.496751)"
979,2017-00000466,403 GARRETT Charlottesville VA 22902,403 GARRETT,Charlottesville,VA,22902,38.028058,-78.480386,"(38.028058, -78.480386)"
983,2017-00000468,1204 WERTLAND 6 Charlottesville VA 22903,1204 WERTLAND 6,Charlottesville,VA,22903,38.034345,-78.496683,"(38.034345, -78.496683)"
989,2017-00000477,ELLIOTT AVE / 1ST South Charlottesville VA 22902,ELLIOTT AVE / 1ST South,Charlottesville,VA,22902,38.023324,-78.485707,"(38.023324, -78.485707)"
994,2017-00000478,900 West MAIN Charlottesville VA 22903,900 West MAIN,Charlottesville,VA,22903,38.032335,-78.493996,"(38.032335, -78.493996)"
997,2017-00000479,2111 MICHIE 211 Charlottesville VA 22901,2111 MICHIE 211,Charlottesville,VA,22901,38.060053,-78.487208,"(38.060053, -78.487208)"
1000,2017-00000481,601 West MAIN Charlottesville VA 22903,601 West MAIN,Charlottesville,VA,22903,38.031561,-78.488093,"(38.031561, -78.488093)"
1003,2017-00000483,1400 Monticello Ave 100 Charlottesville VA 22902,1400 Monticello Ave 100,Charlottesville,VA,22902,38.019449,-78.472636,"(38.019449, -78.472636)"
1005,2017-00000485,605 E. Water St Charlottesville VA 22902,605 E. Water St,Charlottesville,VA,22902,38.029086,-78.477312,"(38.029086, -78.477312)"
1009,2017-00000486,1162 5TH Southwest Charlottesville VA 22902,1162 5TH Southwest,Charlottesville,VA,22902,38.01151,-78.502686,"(38.01151, -78.502686)"
1014,2017-00000487,703 Forrest St Charlottesville VA 22903,703 Forrest St,Charlottesville,VA,22903,38.037335,-78.48669,"(38.037335, -78.48669)"
1018,2017-00000490,201 East MAIN Charlottesville VA 22902,201 East MAIN,Charlottesville,VA,22902,38.030897,-78.480147,"(38.030897, -78.480147)"
1019,2017-00000491,526 FLOYD Charlottesville VA 22904,526 FLOYD,Charlottesville,VA,22904,38.029125,-78.518209,"(38.029125, -78.518209)"
1025,2017-00000492,33 UNIVERSITY Charlottesville VA 22903,33 UNIVERSITY,Charlottesville,VA,22903,38.042526,-78.503318,"(38.042526, -78.503318)"
1028,2017-00000493,1817 EMMET North Charlottesville VA 22901,1817 EMMET North,Charlottesville,VA,22901,38.060695,-78.493155,"(38.060695, -78.493155)"
1031,2017-00000494,14TH Northwest Charlottesville VA 22903,14TH Northwest,Charlottesville,VA,22903,38.034038,-78.499627,"(38.034038, -78.499627)"
1036,2017-00000496,1242 CEDARS 408B Charlottesville VA 22903,1242 CEDARS 408B,Charlottesville,VA,22903,38.056804,-78.499922,"(38.056804, -78.499922)"
1040,2017-00000500,Prospect Charlottesville VA 22903,Prospect,Charlottesville,VA,22903,38.024734,-78.494772,"(38.024734, -78.494772)"
1044,2017-00000501,403 ELLIOTT Charlottesville VA 22902,403 ELLIOTT,Charlottesville,VA,22902,38.022776,-78.484323,"(38.022776, -78.484323)"
1049,2017-00000503,INTERNATIONAL Charlottesville VA 22902,INTERNATIONAL,Charlottesville,VA,22902,38.025103,-78.487581,"(38.025103, -78.487581)"
1052,2017-00000506,2011 HOLIDAY 362 Charlottesville VA 22901,2011 HOLIDAY 362,Charlottesville,VA,22901,38.057833,-78.492546,"(38.057833, -78.492546)"
1056,2017-00000508,944 ROCK CREEK Charlottesville VA 22903,944 ROCK CREEK,Charlottesville,VA,22903,38.019212,-78.497693,"(38.019212, -78.497693)"
1060,2017-00000511,1102 PRESTON Charlottesville VA 22903,1102 PRESTON,Charlottesville,VA,22903,38.042067,-78.492069,"(38.042067, -78.492069)"
1064,2017-00000515,809 ORANGEDALE Charlottesville VA 22903,809 ORANGEDALE,Charlottesville,VA,22903,38.021449,-78.498135,"(38.021449, -78.498135)"
1068,2017-00000516,401 MCINTIRE Charlottesville VA 22902,401 MCINTIRE,Charlottesville,VA,22902,38.034438,-78.483349,"(38.034438, -78.483349)"
1073,2017-000005173,104 BOLLINGWOOD Charlottesville VA 22903,104 BOLLINGWOOD,Charlottesville,VA,22903,38.041152,-78.510196,"(38.041152, -78.510196)"
1076,2017-00000521,109 Camellia Charlottesville VA 22903,109 Camellia,Charlottesville,VA,22903,38.014246,-78.511313,"(38.014246, -78.511313)"
1079,2017-00000523,813 NASSAU Charlottesville VA 22902,813 NASSAU,Charlottesville,VA,22902,38.01778,-78.4683,"(38.01778, -78.4683)"
1086,2017-00000524,1215 LEE Charlottesville VA 22903,1215 LEE,Charlottesville,VA,22903,38.03211,-78.498985,"(38.03211, -78.498985)"
1096,2017-00000525,135 HOSPITAL Charlottesville VA 22903,135 HOSPITAL,Charlottesville,VA,22903,38.033312,-78.502501,"(38.033312, -78.502501)"
1105,2017-00000526,450 Tree House 208 Charlottesville VA 22903,450 Tree House 208,Charlottesville,VA,22903,38.032866,-78.515544,"(38.032866, -78.515544)"
1106,2017-00000527,623 main Charlottesville VA 22903,623 main,Charlottesville,VA,22903,38.031345,-78.489323,"(38.031345, -78.489323)"
1107,2017-00000529,1505 Cherry Charlottesville VA 22903,1505 Cherry,Charlottesville,VA,22903,38.024341,-78.504034,"(38.024341, -78.504034)"
1111,2017-00000531,3918 LENOX Charlottesville VA 22901,3918 LENOX,Charlottesville,VA,22901,38.068103,-78.487265,"(38.068103, -78.487265)"
1114,2017-00000532,2225 Greenbriar Charlottesville VA 22901,2225 Greenbriar,Charlottesville,VA,22901,38.065705,-78.469337,"(38.065705, -78.469337)"
1115,2017-00000533,728 MADISON B Charlottesville VA 22903,728 MADISON B,Charlottesville,VA,22903,38.041421,-78.493863,"(38.041421, -78.493863)"
1120,2017-00000535,I-64 Charlottesville VA 22903,I-64,Charlottesville,VA,22903,38.021966,-78.558169,"(38.021966, -78.558169)"
1123,2017-00000539,1702 Gordon Ave Charlottesville VA 22903,1702 Gordon Ave,Charlottesville,VA,22903,38.04038,-78.499922,"(38.04038, -78.499922)"
1127,2017-00000543,4th Street NW 219 Charlottesville VA 22903,4th Street NW 219,Charlottesville,VA,22903,38.033885,-78.485495,"(38.033885, -78.485495)"
1130,2017-00000545,583 BRANDON 101 Charlottesville VA 22903,583 BRANDON 101,Charlottesville,VA,22903,38.0298,-78.504524,"(38.0298, -78.504524)"
1136,2017-00000546,1301 POPLAR Charlottesville VA 22902,1301 POPLAR,Charlottesville,VA,22902,38.033186,-78.467029,"(38.033186, -78.467029)"
1140,2017-00000552,212 Ridge Mcintire Charlottesville VA 22902,212 Ridge Mcintire,Charlottesville,VA,22902,38.031815,-78.484158,"(38.031815, -78.484158)"
1146,2017-00000553,612 RIDGE 2 Charlottesville VA 22902,612 RIDGE 2,Charlottesville,VA,22902,38.025116,-78.489216,"(38.025116, -78.489216)"
1150,2017-00000554,131 BAYLOR Charlottesville VA 22902,131 BAYLOR,Charlottesville,VA,22902,38.019123,-78.491557,"(38.019123, -78.491557)"
1155,2017-00000555,2407 Brook City of Charlottesville VA 22901,2407 Brook City of,Charlottesville,VA,22901,38.06502,-78.470181,"(38.06502, -78.470181)"
1158,2017-00000556,1200 PARK Charlottesville VA 22901,1200 PARK,Charlottesville,VA,22901,38.045839,-78.4708,"(38.045839, -78.4708)"
1165,2017-00000557,910 ROCK CREEK Charlottesville VA 22903,910 ROCK CREEK,Charlottesville,VA,22903,38.020337,-78.498794,"(38.020337, -78.498794)"
1171,2017-00000558,1117 FOREST 5 Charlottesville VA 22903,1117 FOREST 5,Charlottesville,VA,22903,38.040421,-78.483424,"(38.040421, -78.483424)"
1176,2017-00000559,180 McCormick Rd Charlottesville VA 22903,180 McCormick Rd,Charlottesville,VA,22903,38.035545,-78.505303,"(38.035545, -78.505303)"
1180,2017-00000560,310 310 EMMET South Charlottesville VA 22903,310 310 EMMET South,Charlottesville,VA,22903,38.037381,-78.50761,"(38.037381, -78.50761)"
1186,2017-00000561,501 CHERRY Charlottesville VA 22903,501 CHERRY,Charlottesville,VA,22903,38.027237,-78.490011,"(38.027237, -78.490011)"
1189,2017-00000562,166 GEORGETOWN Charlottesville VA 22901,166 GEORGETOWN,Charlottesville,VA,22901,38.064228,-78.505141,"(38.064228, -78.505141)"
1192,2017-00000564,1801 Hydraulic Charlottesville VA 22901,1801 Hydraulic,Charlottesville,VA,22901,38.06114,-78.489479,"(38.06114, -78.489479)"
1198,2017-00000565,111 MONTICELLO Charlottesville VA 22902,111 MONTICELLO,Charlottesville,VA,22902,38.028237,-78.483317,"(38.028237, -78.483317)"
1201,2017-00000566,1207 GROVE Charlottesville VA 22903,1207 GROVE,Charlottesville,VA,22903,38.028885,-78.501877,"(38.028885, -78.501877)"
1206,2017-00000567,1000 MONTICELLO 206 Charlottesville VA 22902,1000 MONTICELLO 206,Charlottesville,VA,22902,38.023355,-78.473338,"(38.023355, -78.473338)"
1210,2017-00000568,1215 LEE Charlottesville VA 22908,1215 LEE,Charlottesville,VA,22908,38.031353,-78.498679,"(38.031353, -78.498679)"
1217,2017-00000569,1514 Amherst Charlottesville VA 22903,1514 Amherst,Charlottesville,VA,22903,38.04246,-78.485777,"(38.04246, -78.485777)"
1220,2017-00000571,500 South 1st * Charlottesville VA 22902,500 South 1st *,Charlottesville,VA,22902,38.026923,-78.483262,"(38.026923, -78.483262)"
1225,2017-00000572,EMMET ST N / IVY Charlottesville VA 22903,EMMET ST N / IVY,Charlottesville,VA,22903,38.039813,-78.506658,"(38.039813, -78.506658)"
1228,2017-00000573,1117 Forest 5 Charlottesville VA 22903,1117 Forest 5,Charlottesville,VA,22903,38.040421,-78.483424,"(38.040421, -78.483424)"
1229,2017-00000576,1000 Cherry Charlottesville VA 22903,1000 Cherry,Charlottesville,VA,22903,38.026988,-78.496772,"(38.026988, -78.496772)"
1234,2017-00000578,702 Nassau street Charlottesville VA 22902,702 Nassau street,Charlottesville,VA,22902,38.018899,-78.466972,"(38.018899, -78.466972)"
1239,2017-00000579,1625 Meridian B1 Charlottesville VA 22902,1625 Meridian B1,Charlottesville,VA,22902,38.012688,-78.48272,"(38.012688, -78.48272)"
1245,2017-00000580,1215 LEE Charlottesville VA 22903,1215 LEE,Charlottesville,VA,22903,38.03211,-78.498985,"(38.03211, -78.498985)"
1256,2017-00000585,600 MASSIE Charlottesville VA 22903,600 MASSIE,Charlottesville,VA,22903,38.053602,-78.507727,"(38.053602, -78.507727)"
1263,2017-00000586,702 NASSAU Charlottesville VA 22902,702 NASSAU,Charlottesville,VA,22902,38.018899,-78.466972,"(38.018899, -78.466972)"
1267,2017-00000600,1600 EMMET North City of Charlottesville VA 22901,1600 EMMET North City of,Charlottesville,VA,22901,38.058057,-78.494523,"(38.058057, -78.494523)"
1270,2017-00000601,720 MONTROSE Charlottesville VA 22902,720 MONTROSE,Charlottesville,VA,22902,38.021466,-78.479956,"(38.021466, -78.479956)"
1275,2017-00000602,310 East MAIN Charlottesville VA 22902,310 East MAIN,Charlottesville,VA,22902,38.030204,-78.479687,"(38.030204, -78.479687)"
1278,2017-00000603,233 4TH Northwest Charlottesville VA 22903,233 4TH Northwest,Charlottesville,VA,22903,38.031911,-78.486536,"(38.031911, -78.486536)"
1284,2017-00000604,711 Prospect Charlottesville VA 22903,711 Prospect,Charlottesville,VA,22903,38.024347,-78.494891,"(38.024347, -78.494891)"
1288,2017-00000606,East HIGH ST / LONG Charlottesville VA 22902,East HIGH ST / LONG,Charlottesville,VA,22902,38.034716,-78.459744,"(38.034716, -78.459744)"
1292,2017-00000609,450 WHITEHEAD North Charlottesville VA 22904,450 WHITEHEAD North,Charlottesville,VA,22904,38.03294,-78.513458,"(38.03294, -78.513458)"
1296,2017-00000610,400 RUGBY Charlottesville VA 22903,400 RUGBY,Charlottesville,VA,22903,38.039643,-78.500986,"(38.039643, -78.500986)"
1299,2017-00000611,1137 EMMET North Charlottesville VA 22903,1137 EMMET North,Charlottesville,VA,22903,38.053054,-78.500423,"(38.053054, -78.500423)"
1307,2017-00000613,74 LAMBETH Charlottesville VA 22903,74 LAMBETH,Charlottesville,VA,22903,38.042609,-78.504558,"(38.042609, -78.504558)"
1313,2017-00000614,2114 IVY 3 Charlottesville VA 22903,2114 IVY 3,Charlottesville,VA,22903,38.042951,-78.51258,"(38.042951, -78.51258)"
1316,2017-00000615,139 HESSIAN HILLS 1 City of Charlottesville VA 22901,139 HESSIAN HILLS 1 City of,Charlottesville,VA,22901,38.062198,-78.507113,"(38.062198, -78.507113)"
1319,2017-00000616,Seminole Court City of Charlottesville VA 22901,Seminole Court City of,Charlottesville,VA,22901,38.065569,-78.485957,"(38.065569, -78.485957)"
1323,2017-00000618,636 DAVIS City of Charlottesville VA 22901,636 DAVIS City of,Charlottesville,VA,22901,38.04056,-78.468052,"(38.04056, -78.468052)"
1326,2017-00000620,West Main Charlottesville VA 22903,West Main,Charlottesville,VA,22903,38.031088,-78.488608,"(38.031088, -78.488608)"
1327,2017-00000624,180 MCCORMICK Charlottesville VA 22903,180 MCCORMICK,Charlottesville,VA,22903,38.035545,-78.505303,"(38.035545, -78.505303)"
1333,2017-00000625,706 FRANKLIN 4 Charlottesville VA 22902,706 FRANKLIN 4,Charlottesville,VA,22902,38.019494,-78.465465,"(38.019494, -78.465465)"
1336,2017-00000627,500 1st South 208 Charlottesville VA 22902,500 1st South 208,Charlottesville,VA,22902,38.026923,-78.483262,"(38.026923, -78.483262)"
1340,2017-00000628,406 10 1/2 Northwest Charlottesville VA 22903,406 10 1/2 Northwest,Charlottesville,VA,22903,38.037832,-78.492948,"(38.037832, -78.492948)"
1343,2017-00000634,1713 MEADOWBROOK HEIGHTS City of Charlottesville VA 22901,1713 MEADOWBROOK HEIGHTS City of,Charlottesville,VA,22901,38.057733,-78.481479,"(38.057733, -78.481479)"
